Date,Currency,Exchange
1/17/2018,GBP,0.7258
1/18/2018,USD,1
1/18/2018,CAD,1.2447
1/18/2018,AUD,1.2514
1/18/2018,EUR,0.8173
1/18/2018,GBP,0.7209
1/19/2018,USD,1
1/19/2018,CAD,1.2441
1/19/2018,AUD,1.2486
1/19/2018,EUR,0.816
1/19/2018,GBP,0.7211
1/20/2018,USD,1
1/20/2018,CAD,1.2441
1/20/2018,AUD,1.2486
1/20/2018,EUR,0.816
1/20/2018,GBP,0.7211
1/21/2018,USD,1
1/21/2018,CAD,1.2441
1/21/2018,AUD,1.2486
1/21/2018,EUR,0.816
1/21/2018,GBP,0.7211
1/22/2018,USD,1
1/22/2018,CAD,1.2477
1/22/2018,AUD,1.249
1/22/2018,EUR,0.8171
1/22/2018,GBP,0.7197
1/23/2018,USD,1
1/23/2018,CAD,1.2482
1/23/2018,AUD,1.2544
1/23/2018,EUR,0.8164
1/23/2018,GBP,0.717
1/24/2018,USD,1
1/24/2018,CAD,1.2329
1/24/2018,AUD,1.2395
1/24/2018,EUR,0.8096
1/24/2018,GBP,0.7058
1/25/2018,USD,1
1/25/2018,CAD,1.2323
1/25/2018,AUD,1.2378
1/25/2018,EUR,0.806
1/25/2018,GBP,0.7015
1/26/2018,USD,1
1/26/2018,CAD,1.2323
1/26/2018,AUD,1.2367
1/26/2018,EUR,0.8041
1/26/2018,GBP,0.7023
1/27/2018,USD,1
1/27/2018,CAD,1.2323
1/27/2018,AUD,1.2367
1/27/2018,EUR,0.8041
1/27/2018,GBP,0.7023
1/28/2018,USD,1
1/28/2018,CAD,1.2323
1/28/2018,AUD,1.2367
1/28/2018,EUR,0.8041
1/28/2018,GBP,0.7023
1/29/2018,USD,1
1/29/2018,CAD,1.2335
1/29/2018,AUD,1.2361
1/29/2018,EUR,0.8078
1/29/2018,GBP,0.7104
1/30/2018,USD,1
1/30/2018,CAD,1.2321
1/30/2018,AUD,1.2354
1/30/2018,EUR,0.8051
1/30/2018,GBP,0.7079
1/31/2018,USD,1
1/31/2018,CAD,1.2274
1/31/2018,AUD,1.2328
1/31/2018,EUR,0.8028
1/31/2018,GBP,0.7057
02-01-18,USD,1
02-01-18,CAD,1.2319
02-01-18,AUD,1.2495
02-01-18,EUR,0.8026
02-01-18,GBP,0.7025
02-02-18,USD,1
02-02-18,CAD,1.2317
02-02-18,AUD,1.2512
02-02-18,EUR,0.8005
02-02-18,GBP,0.7033
02-03-18,USD,1
02-03-18,CAD,1.2317
02-03-18,AUD,1.2512
02-03-18,EUR,0.8005
02-03-18,GBP,0.7033
02-04-18,USD,1
02-04-18,CAD,1.2317
02-04-18,AUD,1.2512
02-04-18,EUR,0.8005
02-04-18,GBP,0.7033
02-05-18,USD,1
02-05-18,CAD,1.2434
02-05-18,AUD,1.2592
02-05-18,EUR,0.8039
02-05-18,GBP,0.712
02-06-18,USD,1
02-06-18,CAD,1.2562
02-06-18,AUD,1.2757
02-06-18,EUR,0.8111
02-06-18,GBP,0.7209
02-07-18,USD,1
02-07-18,CAD,1.2518
02-07-18,AUD,1.2712
02-07-18,EUR,0.8105
02-07-18,GBP,0.7187
02-08-18,USD,1
02-08-18,CAD,1.2571
02-08-18,AUD,1.2809
02-08-18,EUR,0.8162
02-08-18,GBP,0.7143
02-09-18,USD,1
02-09-18,CAD,1.2609
02-09-18,AUD,1.2809
02-09-18,EUR,0.8148
02-09-18,GBP,0.7231
02-10-18,USD,1
02-10-18,CAD,1.2609
02-10-18,AUD,1.2809
02-10-18,EUR,0.8148
02-10-18,GBP,0.7231
02-11-18,USD,1
02-11-18,CAD,1.2609
02-11-18,AUD,1.2809
02-11-18,EUR,0.8148
02-11-18,GBP,0.7231
02-12-18,USD,1
02-12-18,CAD,1.258
02-12-18,AUD,1.2758
02-12-18,EUR,0.8155
02-12-18,GBP,0.7225
2/13/2018,USD,1
2/13/2018,CAD,1.2604
2/13/2018,AUD,1.2742
2/13/2018,EUR,0.8108
2/13/2018,GBP,0.7211
2/14/2018,USD,1
2/14/2018,CAD,1.2575
2/14/2018,AUD,1.272
2/14/2018,EUR,0.8098
2/14/2018,GBP,0.7211
2/15/2018,USD,1
2/15/2018,CAD,1.249
2/15/2018,AUD,1.2613
2/15/2018,EUR,0.8004
2/15/2018,GBP,0.7097
2/16/2018,USD,1
2/16/2018,CAD,1.2506
2/16/2018,AUD,1.2592
2/16/2018,EUR,0.8023
2/16/2018,GBP,0.7125
2/17/2018,USD,1
2/17/2018,CAD,1.2506
2/17/2018,AUD,1.2592
2/17/2018,EUR,0.8023
2/17/2018,GBP,0.7125
2/18/2018,USD,1
2/18/2018,CAD,1.2506
2/18/2018,AUD,1.2592
2/18/2018,EUR,0.8023
2/18/2018,GBP,0.7125
2/19/2018,USD,1
2/19/2018,CAD,1.2564
2/19/2018,AUD,1.2632
2/19/2018,EUR,0.8058
2/19/2018,GBP,0.7139
2/20/2018,USD,1
2/20/2018,CAD,1.2604
2/20/2018,AUD,1.2681
2/20/2018,EUR,0.8104
2/20/2018,GBP,0.7145
2/21/2018,USD,1
2/21/2018,CAD,1.2671
2/21/2018,AUD,1.2739
2/21/2018,EUR,0.8122
2/21/2018,GBP,0.7185
2/22/2018,USD,1
2/22/2018,CAD,1.2699
2/22/2018,AUD,1.2788
2/22/2018,EUR,0.8146
2/22/2018,GBP,0.7196
2/23/2018,USD,1
2/23/2018,CAD,1.2695
2/23/2018,AUD,1.2782
2/23/2018,EUR,0.8131
2/23/2018,GBP,0.715
2/24/2018,USD,1
2/24/2018,CAD,1.2695
2/24/2018,AUD,1.2782
2/24/2018,EUR,0.8131
2/24/2018,GBP,0.715
2/25/2018,USD,1
2/25/2018,CAD,1.2695
2/25/2018,AUD,1.2782
2/25/2018,EUR,0.8131
2/25/2018,GBP,0.715
2/26/2018,USD,1
2/26/2018,CAD,1.2676
2/26/2018,AUD,1.2752
2/26/2018,EUR,0.8117
2/26/2018,GBP,0.7128
2/27/2018,USD,1
2/27/2018,CAD,1.272
2/27/2018,AUD,1.2762
2/27/2018,EUR,0.8129
2/27/2018,GBP,0.7186
2/28/2018,USD,1
2/28/2018,CAD,1.2779
2/28/2018,AUD,1.2803
2/28/2018,EUR,0.8187
2/28/2018,GBP,0.7239
03-01-18,USD,1
03-01-18,CAD,1.2862
03-01-18,AUD,1.2937
03-01-18,EUR,0.8216
03-01-18,GBP,0.7273
03-02-18,USD,1
03-02-18,CAD,1.288
03-02-18,AUD,1.2902
03-02-18,EUR,0.8122
03-02-18,GBP,0.7255
03-03-18,USD,1
03-03-18,CAD,1.288
03-03-18,AUD,1.2902
03-03-18,EUR,0.8122
03-03-18,GBP,0.7255
03-04-18,USD,1
03-04-18,CAD,1.288
03-04-18,AUD,1.2902
03-04-18,EUR,0.8122
03-04-18,GBP,0.7255
03-05-18,USD,1
03-05-18,CAD,1.2931
03-05-18,AUD,1.2909
03-05-18,EUR,0.8125
03-05-18,GBP,0.7237
03-06-18,USD,1
03-06-18,CAD,1.2886
03-06-18,AUD,1.2763
03-06-18,EUR,0.8057
03-06-18,GBP,0.7184
03-07-18,USD,1
03-07-18,CAD,1.2931
03-07-18,AUD,1.2812
03-07-18,EUR,0.8053
03-07-18,GBP,0.7209
03-08-18,USD,1
03-08-18,CAD,1.2917
03-08-18,AUD,1.2811
03-08-18,EUR,0.8051
03-08-18,GBP,0.7203
03-09-18,USD,1
03-09-18,CAD,1.2894
03-09-18,AUD,1.2832
03-09-18,EUR,0.8136
03-09-18,GBP,0.7232
03-10-18,USD,1
03-10-18,CAD,1.2894
03-10-18,AUD,1.2832
03-10-18,EUR,0.8136
03-10-18,GBP,0.7232
03-11-18,USD,1
03-11-18,CAD,1.2894
03-11-18,AUD,1.2832
03-11-18,EUR,0.8136
03-11-18,GBP,0.7232
03-12-18,USD,1
03-12-18,CAD,1.2829
03-12-18,AUD,1.2714
03-12-18,EUR,0.8129
03-12-18,GBP,0.7201
3/13/2018,USD,1
3/13/2018,CAD,1.2837
3/13/2018,AUD,1.267
3/13/2018,EUR,0.8079
3/13/2018,GBP,0.7162
3/14/2018,USD,1
3/14/2018,CAD,1.293
3/14/2018,AUD,1.2648
3/14/2018,EUR,0.8085
3/14/2018,GBP,0.7165
3/15/2018,USD,1
3/15/2018,CAD,1.2985
3/15/2018,AUD,1.275
3/15/2018,EUR,0.8103
3/15/2018,GBP,0.717
3/16/2018,USD,1
3/16/2018,CAD,1.3078
3/16/2018,AUD,1.2893
3/16/2018,EUR,0.8129
3/16/2018,GBP,0.7174
3/17/2018,USD,1
3/17/2018,CAD,1.3078
3/17/2018,AUD,1.2893
3/17/2018,EUR,0.8129
3/17/2018,GBP,0.7174
3/18/2018,USD,1
3/18/2018,CAD,1.3078
3/18/2018,AUD,1.2893
3/18/2018,EUR,0.8129
3/18/2018,GBP,0.7174
3/19/2018,USD,1
3/19/2018,CAD,1.3084
3/19/2018,AUD,1.2994
3/19/2018,EUR,0.8124
3/19/2018,GBP,0.7116
3/20/2018,USD,1
3/20/2018,CAD,1.3066
3/20/2018,AUD,1.298
3/20/2018,EUR,0.8146
3/20/2018,GBP,0.7145
3/21/2018,USD,1
3/21/2018,CAD,1.298
3/21/2018,AUD,1.3018
3/21/2018,EUR,0.8139
3/21/2018,GBP,0.7114
3/22/2018,USD,1
3/22/2018,CAD,1.2901
3/22/2018,AUD,1.297
3/22/2018,EUR,0.812
3/22/2018,GBP,0.708
3/23/2018,USD,1
3/23/2018,CAD,1.2853
3/23/2018,AUD,1.2942
3/23/2018,EUR,0.81
3/23/2018,GBP,0.707
3/24/2018,USD,1
3/24/2018,CAD,1.2853
3/24/2018,AUD,1.2942
3/24/2018,EUR,0.81
3/24/2018,GBP,0.707
3/25/2018,USD,1
3/25/2018,CAD,1.2853
3/25/2018,AUD,1.2942
3/25/2018,EUR,0.81
3/25/2018,GBP,0.707
3/26/2018,USD,1
3/26/2018,CAD,1.2889
3/26/2018,AUD,1.293
3/26/2018,EUR,0.8057
3/26/2018,GBP,0.703
3/27/2018,USD,1
3/27/2018,CAD,1.2887
3/27/2018,AUD,1.2985
3/27/2018,EUR,0.808
3/27/2018,GBP,0.7106
3/28/2018,USD,1
3/28/2018,CAD,1.2884
3/28/2018,AUD,1.3012
3/28/2018,EUR,0.8066
3/28/2018,GBP,0.7066
3/29/2018,USD,1
3/29/2018,CAD,1.2901
3/29/2018,AUD,1.3015
3/29/2018,EUR,0.8116
3/29/2018,GBP,0.7101
3/30/2018,USD,1
3/30/2018,CAD,1.2901
3/30/2018,AUD,1.3015
3/30/2018,EUR,0.8116
3/30/2018,GBP,0.7101
3/31/2018,USD,1
3/31/2018,CAD,1.2901
3/31/2018,AUD,1.3015
3/31/2018,EUR,0.8116
3/31/2018,GBP,0.7101
04-01-18,USD,1
04-01-18,CAD,1.2901
04-01-18,AUD,1.3015
04-01-18,EUR,0.8116
04-01-18,GBP,0.7101
04-02-18,USD,1
04-02-18,CAD,1.2901
04-02-18,AUD,1.3015
04-02-18,EUR,0.8116
04-02-18,GBP,0.7101
04-03-18,USD,1
04-03-18,CAD,1.2852
04-03-18,AUD,1.2995
04-03-18,EUR,0.8125
04-03-18,GBP,0.7111
04-04-18,USD,1
04-04-18,CAD,1.2835
04-04-18,AUD,1.3016
04-04-18,EUR,0.8146
04-04-18,GBP,0.7134
04-05-18,USD,1
04-05-18,CAD,1.2772
04-05-18,AUD,1.3002
04-05-18,EUR,0.8157
04-05-18,GBP,0.7128
04-06-18,USD,1
04-06-18,CAD,1.2792
04-06-18,AUD,1.3024
04-06-18,EUR,0.8174
04-06-18,GBP,0.7135
04-07-18,USD,1
04-07-18,CAD,1.2792
04-07-18,AUD,1.3024
04-07-18,EUR,0.8174
04-07-18,GBP,0.7135
04-08-18,USD,1
04-08-18,CAD,1.2792
04-08-18,AUD,1.3024
04-08-18,EUR,0.8174
04-08-18,GBP,0.7135
04-09-18,USD,1
04-09-18,CAD,1.2781
04-09-18,AUD,1.3045
04-09-18,EUR,0.8127
04-09-18,GBP,0.7078
04-10-18,USD,1
04-10-18,CAD,1.2657
04-10-18,AUD,1.2925
04-10-18,EUR,0.809
04-10-18,GBP,0.7053
04-11-18,USD,1
04-11-18,CAD,1.2617
04-11-18,AUD,1.2904
04-11-18,EUR,0.8075
04-11-18,GBP,0.7054
04-12-18,USD,1
04-12-18,CAD,1.2592
04-12-18,AUD,1.2897
04-12-18,EUR,0.8115
04-12-18,GBP,0.7039
4/13/2018,USD,1
4/13/2018,CAD,1.257
4/13/2018,AUD,1.2829
4/13/2018,EUR,0.8119
4/13/2018,GBP,0.7015
4/14/2018,USD,1
4/14/2018,CAD,1.257
4/14/2018,AUD,1.2829
4/14/2018,EUR,0.8119
4/14/2018,GBP,0.7015
4/15/2018,USD,1
4/15/2018,CAD,1.257
4/15/2018,AUD,1.2829
4/15/2018,EUR,0.8119
4/15/2018,GBP,0.7015
4/16/2018,USD,1
4/16/2018,CAD,1.2608
4/16/2018,AUD,1.2876
4/16/2018,EUR,0.8084
4/16/2018,GBP,0.699
4/17/2018,USD,1
4/17/2018,CAD,1.2552
4/17/2018,AUD,1.2875
4/17/2018,EUR,0.8093
4/17/2018,GBP,0.6982
4/18/2018,USD,1
4/18/2018,CAD,1.257
4/18/2018,AUD,1.2878
4/18/2018,EUR,0.8072
4/18/2018,GBP,0.7031
4/19/2018,USD,1
4/19/2018,CAD,1.2604
4/19/2018,AUD,1.2835
4/19/2018,EUR,0.8076
4/19/2018,GBP,0.7024
4/20/2018,USD,1
4/20/2018,CAD,1.2639
4/20/2018,AUD,1.2985
4/20/2018,EUR,0.8124
4/20/2018,GBP,0.7117
4/21/2018,USD,1
4/21/2018,CAD,1.2639
4/21/2018,AUD,1.2985
4/21/2018,EUR,0.8124
4/21/2018,GBP,0.7117
4/22/2018,USD,1
4/22/2018,CAD,1.2639
4/22/2018,AUD,1.2985
4/22/2018,EUR,0.8124
4/22/2018,GBP,0.7117
4/23/2018,USD,1
4/23/2018,CAD,1.2787
4/23/2018,AUD,1.3082
4/23/2018,EUR,0.8171
4/23/2018,GBP,0.7161
4/24/2018,USD,1
4/24/2018,CAD,1.2824
4/24/2018,AUD,1.3132
4/24/2018,EUR,0.8188
4/24/2018,GBP,0.7162
4/25/2018,USD,1
4/25/2018,CAD,1.2888
4/25/2018,AUD,1.3228
4/25/2018,EUR,0.8207
4/25/2018,GBP,0.7171
4/26/2018,USD,1
4/26/2018,CAD,1.2835
4/26/2018,AUD,1.3207
4/26/2018,EUR,0.8218
4/26/2018,GBP,0.7158
4/27/2018,USD,1
4/27/2018,CAD,1.2882
4/27/2018,AUD,1.3235
4/27/2018,EUR,0.8285
4/27/2018,GBP,0.7266
4/28/2018,USD,1
4/28/2018,CAD,1.2882
4/28/2018,AUD,1.3235
4/28/2018,EUR,0.8285
4/28/2018,GBP,0.7266
4/29/2018,USD,1
4/29/2018,CAD,1.2882
4/29/2018,AUD,1.3235
4/29/2018,EUR,0.8285
4/29/2018,GBP,0.7266
4/30/2018,USD,1
4/30/2018,CAD,1.2867
4/30/2018,AUD,1.3257
4/30/2018,EUR,0.8279
4/30/2018,GBP,0.7282
05-01-18,USD,1
05-01-18,CAD,1.2867
05-01-18,AUD,1.3257
05-01-18,EUR,0.8279
05-01-18,GBP,0.7282
05-02-18,USD,1
05-02-18,CAD,1.2827
05-02-18,AUD,1.3315
05-02-18,EUR,0.8328
05-02-18,GBP,0.7332
05-03-18,USD,1
05-03-18,CAD,1.2845
05-03-18,AUD,1.3281
05-03-18,EUR,0.8339
05-03-18,GBP,0.7353
05-04-18,USD,1
05-04-18,CAD,1.2875
05-04-18,AUD,1.3297
05-04-18,EUR,0.8355
05-04-18,GBP,0.7372
05-05-18,USD,1
05-05-18,CAD,1.2875
05-05-18,AUD,1.3297
05-05-18,EUR,0.8355
05-05-18,GBP,0.7372
05-06-18,USD,1
05-06-18,CAD,1.2875
05-06-18,AUD,1.3297
05-06-18,EUR,0.8355
05-06-18,GBP,0.7372
05-07-18,USD,1
05-07-18,CAD,1.2887
05-07-18,AUD,1.3344
05-07-18,EUR,0.8402
05-07-18,GBP,0.7395
05-08-18,USD,1
05-08-18,CAD,1.2972
05-08-18,AUD,1.342
05-08-18,EUR,0.8425
05-08-18,GBP,0.7408
05-09-18,USD,1
05-09-18,CAD,1.2879
05-09-18,AUD,1.3404
05-09-18,EUR,0.8418
05-09-18,GBP,0.7361
05-10-18,USD,1
05-10-18,CAD,1.2773
05-10-18,AUD,1.3357
05-10-18,EUR,0.8419
05-10-18,GBP,0.7393
05-11-18,USD,1
05-11-18,CAD,1.2734
05-11-18,AUD,1.324
05-11-18,EUR,0.8379
05-11-18,GBP,0.7374
05-12-18,USD,1
05-12-18,CAD,1.2734
05-12-18,AUD,1.324
05-12-18,EUR,0.8379
05-12-18,GBP,0.7374
5/13/2018,USD,1
5/13/2018,CAD,1.2734
5/13/2018,AUD,1.324
5/13/2018,EUR,0.8379
5/13/2018,GBP,0.7374
5/14/2018,USD,1
5/14/2018,CAD,1.2764
5/14/2018,AUD,1.3231
5/14/2018,EUR,0.8342
5/14/2018,GBP,0.7361
5/15/2018,USD,1
5/15/2018,CAD,1.2836
5/15/2018,AUD,1.3344
5/15/2018,EUR,0.8415
5/15/2018,GBP,0.7397
5/16/2018,USD,1
5/16/2018,CAD,1.2866
5/16/2018,AUD,1.3358
5/16/2018,EUR,0.8486
5/16/2018,GBP,0.7418
5/17/2018,USD,1
5/17/2018,CAD,1.2772
5/17/2018,AUD,1.3283
5/17/2018,EUR,0.8471
5/17/2018,GBP,0.7399
5/18/2018,USD,1
5/18/2018,CAD,1.2795
5/18/2018,AUD,1.3304
5/18/2018,EUR,0.8488
5/18/2018,GBP,0.7412
5/19/2018,USD,1
5/19/2018,CAD,1.2795
5/19/2018,AUD,1.3304
5/19/2018,EUR,0.8488
5/19/2018,GBP,0.7412
5/20/2018,USD,1
5/20/2018,CAD,1.2795
5/20/2018,AUD,1.3304
5/20/2018,EUR,0.8488
5/20/2018,GBP,0.7412
5/21/2018,USD,1
5/21/2018,CAD,1.2874
5/21/2018,AUD,1.3283
5/21/2018,EUR,0.8504
5/21/2018,GBP,0.7453
5/22/2018,USD,1
5/22/2018,CAD,1.2774
5/22/2018,AUD,1.3179
5/22/2018,EUR,0.8479
5/22/2018,GBP,0.7435
5/23/2018,USD,1
5/23/2018,CAD,1.2905
5/23/2018,AUD,1.3276
5/23/2018,EUR,0.8541
5/23/2018,GBP,0.7512
5/24/2018,USD,1
5/24/2018,CAD,1.2885
5/24/2018,AUD,1.3232
5/24/2018,EUR,0.8527
5/24/2018,GBP,0.7459
5/25/2018,USD,1
5/25/2018,CAD,1.2956
5/25/2018,AUD,1.3211
5/25/2018,EUR,0.8565
5/25/2018,GBP,0.7498
5/26/2018,USD,1
5/26/2018,CAD,1.2956
5/26/2018,AUD,1.3211
5/26/2018,EUR,0.8565
5/26/2018,GBP,0.7498
5/27/2018,USD,1
5/27/2018,CAD,1.2956
5/27/2018,AUD,1.3211
5/27/2018,EUR,0.8565
5/27/2018,GBP,0.7498
5/28/2018,USD,1
5/28/2018,CAD,1.298
5/28/2018,AUD,1.3234
5/28/2018,EUR,0.8588
5/28/2018,GBP,0.7512
5/29/2018,USD,1
5/29/2018,CAD,1.3028
5/29/2018,AUD,1.3295
5/29/2018,EUR,0.8652
5/29/2018,GBP,0.754
5/30/2018,USD,1
5/30/2018,CAD,1.2975
5/30/2018,AUD,1.3247
5/30/2018,EUR,0.8597
5/30/2018,GBP,0.7522
5/31/2018,USD,1
5/31/2018,CAD,1.2854
5/31/2018,AUD,1.3175
5/31/2018,EUR,0.8548
5/31/2018,GBP,0.7495
06-01-18,USD,1
06-01-18,CAD,1.2976
06-01-18,AUD,1.3278
06-01-18,EUR,0.857
06-01-18,GBP,0.7514
06-02-18,USD,1
06-02-18,CAD,1.2976
06-02-18,AUD,1.3278
06-02-18,EUR,0.857
06-02-18,GBP,0.7514
06-03-18,USD,1
06-03-18,CAD,1.2976
06-03-18,AUD,1.3278
06-03-18,EUR,0.857
06-03-18,GBP,0.7514
06-04-18,USD,1
06-04-18,CAD,1.2906
06-04-18,AUD,1.3045
06-04-18,EUR,0.852
06-04-18,GBP,0.747
06-05-18,USD,1
06-05-18,CAD,1.2983
06-05-18,AUD,1.3135
06-05-18,EUR,0.8565
06-05-18,GBP,0.7485
06-06-18,USD,1
06-06-18,CAD,1.2877
06-06-18,AUD,1.306
06-06-18,EUR,0.85
06-06-18,GBP,0.7453
06-07-18,USD,1
06-07-18,CAD,1.2938
06-07-18,AUD,1.3059
06-07-18,EUR,0.8449
06-07-18,GBP,0.7445
06-08-18,USD,1
06-08-18,CAD,1.2995
06-08-18,AUD,1.3184
06-08-18,EUR,0.8508
06-08-18,GBP,0.7464
06-09-18,USD,1
06-09-18,CAD,1.2995
06-09-18,AUD,1.3184
06-09-18,EUR,0.8508
06-09-18,GBP,0.7464
06-10-18,USD,1
06-10-18,CAD,1.2995
06-10-18,AUD,1.3184
06-10-18,EUR,0.8508
06-10-18,GBP,0.7464
06-11-18,USD,1
06-11-18,CAD,1.3018
06-11-18,AUD,1.3148
06-11-18,EUR,0.8482
06-11-18,GBP,0.7479
06-12-18,USD,1
06-12-18,CAD,1.3009
06-12-18,AUD,1.3154
06-12-18,EUR,0.8483
06-12-18,GBP,0.748
6/13/2018,USD,1
6/13/2018,CAD,1.3017
6/13/2018,AUD,1.3181
6/13/2018,EUR,0.8501
6/13/2018,GBP,0.7498
6/14/2018,USD,1
6/14/2018,CAD,1.2977
6/14/2018,AUD,1.3226
6/14/2018,EUR,0.8525
6/14/2018,GBP,0.7475
6/15/2018,USD,1
6/15/2018,CAD,1.3128
6/15/2018,AUD,1.3382
6/15/2018,EUR,0.8624
6/15/2018,GBP,0.753
6/16/2018,USD,1
6/16/2018,CAD,1.3128
6/16/2018,AUD,1.3382
6/16/2018,EUR,0.8624
6/16/2018,GBP,0.753
6/17/2018,USD,1
6/17/2018,CAD,1.3128
6/17/2018,AUD,1.3382
6/17/2018,EUR,0.8624
6/17/2018,GBP,0.753
6/18/2018,USD,1
6/18/2018,CAD,1.3181
6/18/2018,AUD,1.3442
6/18/2018,EUR,0.8611
6/18/2018,GBP,0.7548
6/19/2018,USD,1
6/19/2018,CAD,1.3282
6/19/2018,AUD,1.3608
6/19/2018,EUR,0.867
6/19/2018,GBP,0.7603
6/20/2018,USD,1
6/20/2018,CAD,1.3299
6/20/2018,AUD,1.355
6/20/2018,EUR,0.8637
6/20/2018,GBP,0.759
6/21/2018,USD,1
6/21/2018,CAD,1.3331
6/21/2018,AUD,1.3576
6/21/2018,EUR,0.8667
6/21/2018,GBP,0.7572
6/22/2018,USD,1
6/22/2018,CAD,1.3272
6/22/2018,AUD,1.3462
6/22/2018,EUR,0.8585
6/22/2018,GBP,0.7526
6/23/2018,USD,1
6/23/2018,CAD,1.3272
6/23/2018,AUD,1.3462
6/23/2018,EUR,0.8585
6/23/2018,GBP,0.7526
6/24/2018,USD,1
6/24/2018,CAD,1.3272
6/24/2018,AUD,1.3462
6/24/2018,EUR,0.8585
6/24/2018,GBP,0.7526
6/25/2018,USD,1
6/25/2018,CAD,1.3284
6/25/2018,AUD,1.3455
6/25/2018,EUR,0.8547
6/25/2018,GBP,0.7525
6/26/2018,USD,1
6/26/2018,CAD,1.3322
6/26/2018,AUD,1.3518
6/26/2018,EUR,0.8568
6/26/2018,GBP,0.7553
6/27/2018,USD,1
6/27/2018,CAD,1.3295
6/27/2018,AUD,1.3537
6/27/2018,EUR,0.8609
6/27/2018,GBP,0.7591
6/28/2018,USD,1
6/28/2018,CAD,1.3294
6/28/2018,AUD,1.3622
6/28/2018,EUR,0.8633
6/28/2018,GBP,0.7642
6/29/2018,USD,1
6/29/2018,CAD,1.3246
6/29/2018,AUD,1.3542
6/29/2018,EUR,0.8578
6/29/2018,GBP,0.76
6/30/2018,USD,1
6/30/2018,CAD,1.3246
6/30/2018,AUD,1.3542
6/30/2018,EUR,0.8578
6/30/2018,GBP,0.76
07-01-18,USD,1
07-01-18,CAD,1.3246
07-01-18,AUD,1.3542
07-01-18,EUR,0.8578
07-01-18,GBP,0.76
07-02-18,USD,1
07-02-18,CAD,1.3182
07-02-18,AUD,1.3597
07-02-18,EUR,0.8592
07-02-18,GBP,0.7617
07-03-18,USD,1
07-03-18,CAD,1.3154
07-03-18,AUD,1.3511
07-03-18,EUR,0.8573
07-03-18,GBP,0.7574
07-04-18,USD,1
07-04-18,CAD,1.3147
07-04-18,AUD,1.354
07-04-18,EUR,0.859
07-04-18,GBP,0.7568
07-05-18,USD,1
07-05-18,CAD,1.313
07-05-18,AUD,1.3512
07-05-18,EUR,0.854
07-05-18,GBP,0.7542
07-06-18,USD,1
07-06-18,CAD,1.3133
07-06-18,AUD,1.3484
07-06-18,EUR,0.853
07-06-18,GBP,0.7557
07-07-18,USD,1
07-07-18,CAD,1.3133
07-07-18,AUD,1.3484
07-07-18,EUR,0.853
07-07-18,GBP,0.7557
07-08-18,USD,1
07-08-18,CAD,1.3133
07-08-18,AUD,1.3484
07-08-18,EUR,0.853
07-08-18,GBP,0.7557
07-09-18,USD,1
07-09-18,CAD,1.3076
07-09-18,AUD,1.3364
07-09-18,EUR,0.8482
07-09-18,GBP,0.7494
07-10-18,USD,1
07-10-18,CAD,1.3132
07-10-18,AUD,1.3437
07-10-18,EUR,0.8538
07-10-18,GBP,0.7542
07-11-18,USD,1
07-11-18,CAD,1.3141
07-11-18,AUD,1.3523
07-11-18,EUR,0.8522
07-11-18,GBP,0.754
07-12-18,USD,1
07-12-18,CAD,1.3183
07-12-18,AUD,1.3534
07-12-18,EUR,0.8578
07-12-18,GBP,0.7571
7/13/2018,USD,1
7/13/2018,CAD,1.3191
7/13/2018,AUD,1.3539
7/13/2018,EUR,0.8589
7/13/2018,GBP,0.76
7/14/2018,USD,1
7/14/2018,CAD,1.3191
7/14/2018,AUD,1.3539
7/14/2018,EUR,0.8589
7/14/2018,GBP,0.76
7/15/2018,USD,1
7/15/2018,CAD,1.3191
7/15/2018,AUD,1.3539
7/15/2018,EUR,0.8589
7/15/2018,GBP,0.76
7/16/2018,USD,1
7/16/2018,CAD,1.3139
7/16/2018,AUD,1.3458
7/16/2018,EUR,0.8532
7/16/2018,GBP,0.7532
7/17/2018,USD,1
7/17/2018,CAD,1.3157
7/17/2018,AUD,1.3505
7/17/2018,EUR,0.8542
7/17/2018,GBP,0.7579
7/18/2018,USD,1
7/18/2018,CAD,1.3254
7/18/2018,AUD,1.3603
7/18/2018,EUR,0.8613
7/18/2018,GBP,0.7675
7/19/2018,USD,1
7/19/2018,CAD,1.3247
7/19/2018,AUD,1.3638
7/19/2018,EUR,0.863
7/19/2018,GBP,0.7706
7/20/2018,USD,1
7/20/2018,CAD,1.3233
7/20/2018,AUD,1.3554
7/20/2018,EUR,0.8569
7/20/2018,GBP,0.7665
7/21/2018,USD,1
7/21/2018,CAD,1.3233
7/21/2018,AUD,1.3554
7/21/2018,EUR,0.8569
7/21/2018,GBP,0.7665
7/22/2018,USD,1
7/22/2018,CAD,1.3233
7/22/2018,AUD,1.3554
7/22/2018,EUR,0.8569
7/22/2018,GBP,0.7665
7/23/2018,USD,1
7/23/2018,CAD,1.3133
7/23/2018,AUD,1.3504
7/23/2018,EUR,0.8535
7/23/2018,GBP,0.7611
7/24/2018,USD,1
7/24/2018,CAD,1.315
7/24/2018,AUD,1.3495
7/24/2018,EUR,0.8543
7/24/2018,GBP,0.7618
7/25/2018,USD,1
7/25/2018,CAD,1.3123
7/25/2018,AUD,1.3487
7/25/2018,EUR,0.8554
7/25/2018,GBP,0.7601
7/26/2018,USD,1
7/26/2018,CAD,1.3048
7/26/2018,AUD,1.3479
